rdf-schema#label,author_label,firstPublicationDate,lastPublicationDate,magazine_label,numberOfVolumes,publisher_label
Sister Princess,Sakurako Kimino,NULL,NULL,{Dengeki Daioh|Dengeki G's Magazine},54,MediaWorks (publisher)
Sisters of Wellber,Naruse_Takami,2007-02-28,NULL,Monthly Comic Blade,1,Mag Garden
Sket Dance,Kenta Shinohara,{2006-01-16|2006-08-28|2007-07-14|2009-11-04},2013-07-08,Weekly Shōnen Jump,32,Shueisha
Sketchbook (manga),Totan Kobako,NULL,NULL,Monthly Comic Blade,10,Mag Garden
Skip Beat!,Yoshiki Nakamura,2002-02-07,NULL,Hana to Yume,37,Hakusensha
Skull Man,{Shotaro Ishinomori|Kazuhiko Shimamoto},{1998-04-07|2007-05-02},2007-10-24,{Weekly Shōnen Magazine|Monthly Magazine Z|Monthly Comic Alive},{1|2|7},{Kodansha|Media Factory}
NULL,NULL,2007-08-25,2007-12-25,Monthly Magazine Z,1,Kodansha
Sky Wizards Academy,NULL,{2013-07-20|2014-07-26},NULL,Monthly Comic Alive,6,{Media Factory|Fujimi Shobo}
Skyhigh (manga),Tsutomu Takahashi,2003-05-19,2003-08-19,Weekly Young Jump,{2|4},Shueisha
Skyscrapers of Oz,NULL,NULL,NULL,Chara (magazine),1,Tokuma Shoten
Slam Dunk (manga),Takehiko Inoue,NULL,NULL,Weekly Shōnen Jump,31,Shueisha
Slayers,{Slayers|Hajime Kanzaka},NULL,NULL,{Dragon Magazine (Fujimi Shobo)|Monthly Dragon Age|Kerokero Ace},{1|2|4|5|6|8|15|30},{Kadokawa Shoten|Fujimi Shobo}
Slow Step,Mitsuru Adachi,NULL,NULL,Ciao (magazine),7,Shogakukan
Slut Girl,Isutoshi,NULL,NULL,NULL,1,{Fantagraphics Books|Fujimi_Shuppan}
Smoking Gun - Minkan Kasōken Chōsa'in Nagareda Midori,NULL,NULL,NULL,NULL,4,Shueisha
Smuggler (manga),Shohei_Manabe,2000-08-23,NULL,NULL,NULL,Tokyopop
Snow (visual novel),Studio Mebius,2003-06-25,2004-01-16,Comptiq,{1|5},{Kadokawa Shoten|Paradigm (publisher)}
Snow White with the Red Hair,NULL,2006-08-10,NULL,{LaLa|LaLa DX},15,Hakusensha
So I Can't Play H!,NULL,{2010-06-19|2011-10-07},{2013-08-20|2013-12-06},{Dragon Magazine (Fujimi Shobo)|Monthly Dragon Age},{5|11},Fujimi Shobo
Socrates in Love,{Kazumi Kazui|Kyoichi Katayama},NULL,NULL,Petit Comic,NULL,{Shogakukan|Viz Media}
Softenni,Ryō_Azuchi,NULL,NULL,Monthly Comic Blade,8,Mag Garden
Sohryuden: Legend of the Dragon Kings,{Clamp (manga artists)|Yoshiki Tanaka|Megumi_Koji},1987-08-05,NULL,Monthly_Mystery_DX,{5|13},{Kodansha|Kadokawa Shoten}
Soil (manga),Atsushi Kaneko,NULL,NULL,Comic Beam,11,Enterbrain
Soko o Nantoka,Mikoto_Asō,NULL,NULL,Melody (magazine),8,Hakusensha
Sola (manga),Naoki Hisaya,2006-12-21,2008-02-21,Dengeki Daioh,2,MediaWorks (publisher)
Solanin,Inio Asano,2005-06-30,2006-04-06,Weekly Young Sunday,2,Shogakukan
Solfege (manga),Fumi Yoshinaga,NULL,NULL,NULL,1,{Hakusensha|Houbunsha}
NULL,NULL,2005-12-09,NULL,Comic Rex,1,Ichijinsha
Someday's Dreamers,NULL,2008-02-26,NULL,Monthly Shōnen Ace,{2|5},Kadokawa Shoten
Son of Godfather,Osamu Tezuka,{1971-05-24|1972-01-17|1975-12-01},NULL,{Weekly Shōnen Jump|Monthly Shōnen Jump|Weekly_Shōnen_King},NULL,Kodansha
Songs to Make You Smile,Natsuki Takaya,NULL,NULL,Hana to Yume,1,Hakusensha
Sonnanja neyo,Kaneyoshi Izumi,2003-03-26,2006-07-26,Betsucomi,9,Shogakukan
Sono 'Okodawari' Ore ni mo Kure yo!,NULL,NULL,NULL,NULL,2,Kodansha
Sora no Manimani,NULL,NULL,NULL,Monthly Afternoon,10,Kodansha
Sora o Tobu Mittsu no Hōhō.,La'cryma,2007-11-26,NULL,Monthly Comp Ace,2,Kadokawa Shoten
Sorcerer Hunters,Satoru Akahori,{1993-08-10|1996-02-15},{1996-04-20|1996-08-25},Dengeki Comic Gao!,{3|6|13},MediaWorks (publisher)
Sorcerous Stabber Orphen,Hajime Kanzaka,NULL,NULL,Dragon Magazine (Fujimi Shobo),{1|6|13|20},Fujimi Shobo
Soul Eater (manga),Atsushi Ōkubo,2004-05-12,2013-08-12,Gangan Comics,25,Square Enix
Soul Eater Not!,Atsushi Ōkubo,2011-01-12,2014-11-10,Gangan Comics,5,Square Enix
Soul Rescue,Aya Kanno,NULL,NULL,Hana to Yume,2,Hakusensha
Sound! Euphonium,NULL,{2013-12-05|2014-11-28},NULL,NULL,{3|4},Takarajimasha
NULL,NULL,NULL,NULL,Dengeki Daioh,2,ASCII Media Works
Sounds of Love (manga),NULL,2007-12-17,NULL,NULL,1,{Aurora Publishing|Ohzora Publishing}
Space Ace (manga),Tatsuo Yoshida,NULL,NULL,Shōnen Book,NULL,Shueisha
NULL,Leiji Matsumoto,NULL,NULL,NULL,3,Akita Shoten
Space Brothers (manga),Chūya_Koyama,2007-12-06,NULL,Weekly Morning,27,Kodansha
Space Dandy,NULL,2013-12-20,NULL,Gangan Comics,2,Square Enix
Space Pirate Captain Harlock,Leiji Matsumoto,NULL,NULL,Play_Comic,5,Akita Shoten
Sparrow's Hotel,NULL,NULL,NULL,{Manga Life|Manga_Life_Storia},{1|4},Takeshobo
NULL,NULL,2005-07-21,NULL,NULL,NULL,NULL
NULL,NULL,2005-09-27,2006-09-27,Dengeki Comic Gao!,3,MediaWorks (publisher)
Speed Racer,Tatsuo Yoshida,NULL,NULL,{CoroCoro Comic|Shōnen Book},2,{Shogakukan|Fusosha Publishing|Shueisha|Sun_Wide_Comics}
Spice and Wolf,Isuna Hasekura,{2006-02-10|2007-09-27},2011-07-10,Dengeki Maoh,{12|17},ASCII Media Works
Spider-Man: The Manga,Kazumasa Hirai (author),NULL,NULL,Monthly Shōnen Magazine,5,{Marvel Comics|Kodansha}
Spider-Man J,NULL,2004-11-09,2005-05-11,Comic BomBom,NULL,Kodansha
Spiral: The Bonds of Reasoning,NULL,NULL,NULL,Gangan Comics,{5|15},Square Enix
Spirit Warrior,Makoto Ogino,NULL,NULL,{Weekly Young Jump|Monthly Big Comic Spirits},{2|6|11|12|17},{Shogakukan|Shueisha}
Spirit of Wonder,Kenji Tsuruta,NULL,NULL,{Monthly Afternoon|Weekly Morning},1,Kodansha
Spriggan (manga),Hiroshi Takashige,NULL,NULL,{Weekly Shōnen Sunday|Shōnen Sunday Super},11,Shogakukan
Spring Breeze Snegurochka,Hiroaki Samura,NULL,NULL,Manga Erotics F,NULL,Ohta Publishing
Spring Fever (manga),Yugi_Yamada,NULL,NULL,NULL,NULL,{Ohzora Publishing|Houbunsha}
Sprite (manga),Yūgo Ishikawa,NULL,NULL,Big Comic Superior,15,Shogakukan
Squid Girl,Masahiro Anbe,NULL,NULL,Weekly Shōnen Champion,22,Akita Shoten
St. Dragon Girl,NULL,NULL,NULL,Ribon,{5|8},{Viz Media|Shueisha}
Star-Myu,NULL,2015-05-22,2015-10-22,Sylph (magazine),1,ASCII Media Works
Star Ocean: The Second Story (manga),Mayumi Azuma,1999-06-22,2001-12-21,Gangan Comics,7,Enix
Star Wars (manga),George Lucas,NULL,NULL,NULL,{2|4},NULL
Star of the Giants,Ikki Kajiwara,NULL,NULL,Weekly Shōnen Magazine,19,Kodansha
Stargazing Dog,Takashi_Murakami_(manga_artist),2008-08-05,2009-02-03,Manga Action,1,Futabasha
Stars (manga),NULL,NULL,NULL,Weekly Shōnen Jump,5,Shueisha
Starship Operators,Ryo Mizuno,2001-03-10,2005-05-10,NULL,6,{ASCII Media Works|MediaWorks (publisher)}
NULL,Leiji Matsumoto,NULL,NULL,NULL,3,Wonder_Comix
Steal Moon,Makoto Tateno,2006-07-28,2007-05-28,NULL,2,Nihon Bungeisha
Steam Detectives,Kia Asamiya,NULL,NULL,{Ultra Jump|Monthly Shōnen Jump},{2|8},Shueisha
Steel Angel Kurumi,Kaishaku (manga group),1999-05-10,2000-04-04,Monthly_Ace_Next,11,Kadokawa Shoten
Steel Ball Run,Hirohiko Araki,2004-02-02,2011-04-19,{Weekly Shōnen Jump|Ultra Jump},24,Shueisha
Steel Fist Riku,NULL,2006-12-12,2008-06-12,NULL,3,Flex Comix
NULL,Go Nagai,NULL,NULL,NULL,2,Kodansha
NULL,NULL,2013-03-26,2013-11-26,Monthly Shōnen Ace,2,Kadokawa Shoten
NULL,NULL,2013-05-01,2013-06-01,NULL,2,Kadokawa Shoten
Stella Women’s Academy High School Division Class C³,NULL,{2010-04-01|2012-05-09|2013-02-14},{2012-02-24|2013-10-05|2013-12-16},{Famitsu|Weekly Young Magazine},{1|2|3},{Kodansha|Enterbrain}
Stella no Mahō,NULL,NULL,NULL,Manga Time Kirara Max,2,Houbunsha
Stellar Theater,NULL,2009-03-26,NULL,Monthly Comp Ace,NULL,NULL
NULL,Ryo_Akitsuki_(artist),NULL,NULL,Dengeki Daioh,2,MediaWorks (publisher)
Stepping on Roses,Rinko Ueda,NULL,2012-03-19,Margaret (magazine),9,Shueisha
Stone (manga),Sin-Ichi_Hiromoto,2002-04-23,2002-08-23,Monthly Afternoon,2,Kodansha
Stone Ocean,Hirohiko Araki,1999-12-07,2003-04-08,Weekly Shōnen Jump,17,Shueisha
Stop!! Hibari-kun!,Hisashi Eguchi,NULL,NULL,Weekly Shōnen Jump,4,Shueisha
NULL,Studio Fantasia,NULL,NULL,Monthly Dragon Age,1,Fujimi Shobo
Strain (manga),Buronson,NULL,NULL,Big Comic Superior,5,{Shogakukan|Viz Media}
Strait Jacket,Ichirō Sakaki,2000-08-20,2010-09-18,NULL,11,Fujimi Shobo
Strange+,NULL,NULL,NULL,Monthly Comic Zero Sum,14,Ichijinsha
NULL,NULL,NULL,NULL,NULL,NULL,NULL
Strawberry 100%,Mizuki Kawashita,NULL,NULL,Weekly Shōnen Jump,19,Shueisha
Strawberry Marshmallow,Barasui,2002-02-15,NULL,Dengeki Daioh,7,ASCII Media Works
Strawberry Panic!,Sakurako Kimino,{2003-12-30|2005-09-30|2006-03-10},{2005-07-30|2006-12-10|2007-02-28},Dengeki G's Magazine,{2|3|18},MediaWorks (publisher)
Strawberry Shake Sweet,Shizuru Hayashiya,NULL,NULL,{Yuri Shimai|Comic Yuri Hime},2,{Ichijinsha|Sun_Magazine}
Strawberry Shortcakes (manga),Kiriko Nananan,NULL,NULL,Feel Young,1,Shodensha
Stray Little Devil,Kotaro_Mori,NULL,NULL,Dengeki Comic Gao!,5,{DrMaster|MediaWorks (publisher)}
Street Fighter: Sakura Ganbaru!,Masahiko Nakahira,NULL,NULL,NULL,2,{Shueisha|Udon Entertainment|Tankōbon}
Street Fighter II (manga),Masaomi Kanzaki,NULL,NULL,NULL,3,Tokuma_Shoten_Intermedia
NULL,NULL,NULL,NULL,Comic BomBom,3,Kodansha
Strike Witches,{Noboru Yamaguchi (author)|Fumikane Shimada|Yoshiyuki_Kazumi|Yuki_Tanaka_(mangaka)|Hidehisa_Nanbō|Kyōgoku_Shin|Takeshi_Nogami},{2008-08-01|2010-09-01},{2010-07-01|2010-09-30},{Comptiq|Monthly Comp Ace|NyanType},{1|2|3|4},Kadokawa Shoten
Strike the Blood,Gakuto Mikumo,2012-06-27,NULL,Dengeki Daioh,{7|14},ASCII Media Works
Strobe Edge,Io Sakisaka,NULL,NULL,Bessatsu Margaret,10,Shueisha
Student Council's Discretion,NULL,{2008-01-19|2008-08-20|2008-09-20|2009-05-09|2009-10-26|2011-06-09|2011-09-10|2012-11-20|2013-01-09},{2009-12-10|2012-01-20|2013-02-10|2013-03-19|2013-07-09|2013-07-20|2014-02-08},{Comptiq|Monthly Comp Ace|Dragon Age Pure|Monthly Dragon Age},{1|2|3|8|10},{Kadokawa Shoten|Fujimi Shobo}
Subete ga F ni Naru,Hiroshi Mori (writer),1996-04-03,NULL,Comic Birz,1,{Kodansha|Gentosha}
Submarine Super 99,Leiji Matsumoto,NULL,NULL,NULL,2,Akita Shoten
Sugar Princess,Hisaya Nakajo,2005-02-05,2007-12-19,Hana to Yume,2,{Viz Media|Hakusensha}
Sugar Soldier,Mayu Sakai,NULL,NULL,Ribon,10,Shueisha
Sugar Sugar Rune,Moyoco Anno,NULL,NULL,Nakayoshi,8,Kodansha
NULL,Kanaki_Shiori,2009-12-25,NULL,NULL,1,Shogakukan
Sugarless (manga),NULL,NULL,NULL,Weekly Shōnen Champion,18,Akita Shoten
Suika (visual novel),NULL,NULL,NULL,NULL,NULL,Paradigm (publisher)
NULL,Izumi Todo,NULL,NULL,Nakayoshi,NULL,Kodansha
Sukeban Deka,Shinji Wada,NULL,NULL,Hana to Yume,22,Hakusensha
Suki: A Like Story,Clamp (manga artists),NULL,NULL,Monthly Asuka,3,Kadokawa Shoten
Suki Desu Suzuki-kun!!,Gō Ikeyamada,2008-10-20,2012-09-26,Shōjo Comic,18,Shogakukan
Sukimasuki,NULL,NULL,NULL,Monthly Ikki,1,Shogakukan
Sukisho,Riho_Sawaki,NULL,NULL,NULL,14,Kadokawa Shoten
Sumire 16 sai!!,Takeru Nagayoshi,NULL,NULL,Magazine Special,{2|5},Kodansha
Summer Days,NULL,2006-12-01,NULL,NULL,1,NULL
Sumomomo Momomo,Shinobu Ohtaka,NULL,NULL,Gangan Comics,12,Square Enix
Sun-Ken Rock,Boichi,NULL,2016-02-22,Young King,22,Shōnen Gahōsha
Sunday Without God,NULL,{2010-01-20|2010-10-09},{2013-07-09|2014-05-20},Monthly Dragon Age,{4|9},Fujimi Shobo
Sundome,Kazuto_Okada,NULL,NULL,Young Champion,8,Akita Shoten
Sunny (manga),Taiyō Matsumoto,2010-12-25,NULL,Monthly Ikki,6,{Shogakukan|Viz Media}
Sunset on Third Street,Ryōhei_Saigan,NULL,NULL,Big Comic Original,63,Shogakukan
NULL,Sukehiro Tomita,NULL,NULL,Big Comic,1,Shogakukan
NULL,James D. Hudnall,NULL,NULL,NULL,NULL,Viz Media
Super Dog Rilienthal,Daisuke_Ashihara,NULL,NULL,Weekly Shōnen Jump,4,Shueisha
NULL,Mia Ikumi,NULL,NULL,Nakayoshi,2,Kodansha
NULL,NULL,1999-03-26,NULL,Comic BomBom,1,Kodansha
Super Lovers,NULL,NULL,NULL,NULL,8,Kadokawa Shoten
Super Radical Gag Family,Kenji_Hamaoka,{1993-01-28|2002-03-21|2010-11-04},{2002-02-21|2010-10-28},Weekly Shōnen Champion,{16|28|31},Akita Shoten
NULL,Tatsunosuke_Yatsufusa,NULL,NULL,Dengeki Hobby Magazine,NULL,ASCII Media Works
Super Seisyun Brothers,NULL,NULL,NULL,Comic_Polaris,4,G-Mode
Super Sonico,NULL,2011-03-12,NULL,{Monthly Comic Blade|Comic Earth Star|Enterbrain},NULL,{Mag Garden|Earth Star Entertainment|Enterbrain}
Super Taboo,Wolf_Ogami,NULL,NULL,NULL,2,NULL
Super Yo-Yo,Takashi Hashiguchi,1997-11-15,2000-07-15,CoroCoro Comic,7,Shogakukan
Superior (manga),NULL,2009-04-18,NULL,Gangan Comics,{6|9},Square Enix
Superior Defender Gundam Force Gaiden,NULL,NULL,NULL,NULL,1,Kodansha
Suppli,NULL,NULL,NULL,Feel Young,NULL,Shodensha
Susano Oh,Go Nagai,{1979-07-22|1987-07-14},1981-04-08,Weekly Shōnen Magazine,{7|9|12},{Nihon Bungeisha|Kodansha|Kadokawa Shoten}
Suspicion (manga),Osamu Tezuka,{1972-09-20|1979-04-08|1979-05-27|1982-10-21|1984-08-12},1982-12-16,{Weekly Shōnen Magazine|Big Comic Original|Weekly Morning|Play_Comic|Just_Comic|FM_Reco-pal},NULL,Kodansha
Suzuka (manga),Kōji Seo,{2004-03-03|2007-05-17},2007-09-21,Weekly Shōnen Magazine,18,Kodansha
Suzuki Sensei,NULL,NULL,NULL,NULL,11,Futabasha
Suzunone Seven!,NULL,NULL,NULL,Monthly Comp Ace,NULL,Kadokawa Shoten
Swallowing the Earth,Osamu Tezuka,NULL,1969-07-25,Big Comic,2,{Shogakukan|Digital Manga}
Swan (manga),Kyoko Ariyoshi,NULL,NULL,Margaret (magazine),21,Shueisha
Sweet Blue Flowers,Takako Shimura,2004-11-17,2013-07-06,Manga Erotics F,8,Ohta Publishing
Sweet Poolside,NULL,NULL,NULL,{Weekly Young Magazine|Bessatsu Shōnen Magazine},1,Kodansha
Sweet Valerian,Yamakawa_Yoshiki,NULL,2005-08-24,Nakayoshi,4,Kodansha
Sweetness and Lightning,NULL,2013-09-06,NULL,Good! Afternoon,5,Kodansha
Switch (manga),Saki_Otoh,NULL,NULL,Gangan Comics,13,Square Enix
Switch Girl!!,Natsumi_Aida,NULL,2014-02-25,Margaret (magazine),25,Shueisha
Sword Art Online,{Keiichi Sigsawa|Reki Kawahara},{2009-04-10|2012-10-10|2014-12-10},NULL,NULL,{3|4|16},ASCII Media Works
Sword Gai,Toshiki Inoue,NULL,NULL,NULL,6,Shogakukan
Sword of the Dark Ones,Kentaro_Yasui,NULL,NULL,Monthly Shōnen Ace,3,{CMX (comics)|Kadokawa Shoten}
Symphogear,{Noriyasu Agematsu|Akifumi_Kaneko},NULL,NULL,Newtype_Ace,3,Kadokawa Shoten
Sōkoku no Garō,NULL,2007-04-27,2009-07-31,Weekly Comic Bunch,6,Shinchosha
Sōten Kōro,NULL,NULL,NULL,Weekly Morning,36,Kodansha
T.E. Lawrence (manga),Tomoko_Kosaka,NULL,NULL,Wings (magazine),NULL,NULL
Taboo-Tattoo,NULL,NULL,NULL,Monthly Comic Alive,10,Media Factory
Tactics (manga),Sakura Kinoshita,NULL,NULL,{Gangan Comics|Monthly Comic Avarus|Comic Blade Masamune},15,Mag Garden
Tail of the Moon,Rinko Ueda,NULL,NULL,Margaret (magazine),15,{Viz Media|Shueisha}
Taimashin,Hideyuki Kikuchi,NULL,NULL,Comic Birz,11,{Gentosha|Sony_Magazines}
Taishō Baseball Girls,Shimpei Itoh,{2007-04-17|2008-07-19},NULL,Monthly Comic Ryū,{4|5},Tokuma Shoten
Taiyō no Ie,NULL,NULL,NULL,Dessert (magazine),13,Kodansha
Takanashi-san,NULL,NULL,NULL,Monthly Ikki,3,Shogakukan
Takemitsuzamurai,Issei_Eifuku,NULL,NULL,Big Comic Spirits,8,Shogakukan
Tales of Princess Mimia,Yutaka Tanaka,NULL,NULL,Monthly Afternoon,3,Kodansha
NULL,{Bandai|Aya_Matsui},2011-03-11,NULL,NULL,10,Kadokawa Shoten
NULL,Yasukon,NULL,NULL,Pucchigumi,3,Shogakukan
NULL,Yasukon,NULL,NULL,Pucchigumi,1,Shogakukan
NULL,NULL,2013-04-08,NULL,NULL,NULL,Kyoto Animation
NULL,NULL,NULL,NULL,Elle (magazine),NULL,NULL
Tamayura,Junichi Sato,{2010-10-08|2011-10-05},{2011-03-11|2013-01-20},Eden (magazine),{1|3},Mag Garden
Tanaka-kun wa Itsumo Kedaruge,NULL,2014-04-26,NULL,Gangan Comics,3,Square Enix
Tanken Driland,NULL,NULL,NULL,Jump Square,NULL,Shueisha
Tantei Opera Milky Holmes,Bushiroad,2010-12-10,NULL,Monthly Comp Ace,2,{ASCII Media Works|Kadokawa Shoten}
Tantei Team KZ Jiken Note,NULL,NULL,NULL,NULL,20,Kodansha
Tari Tari,NULL,NULL,NULL,Gangan Comics,2,Square Enix
Taro the Space Alien,Yasunari_Nagatoshi,NULL,NULL,CoroCoro Comic,14,Shogakukan
Tasuke the Samurai Cop,Manavu Kashimoto,NULL,NULL,CoroCoro Comic,3,Shogakukan
Tatakau Shisho,NULL,{2005-09-22|2008-03-19},{2009-10-19|2010-01-22},Ultra Jump,{3|10},Shueisha
Tatoeba Konna Love Song,Taku Kitazaki,NULL,NULL,Weekly Shōnen Sunday,6,Shogakukan
Tayutama: Kiss on my Deity,NULL,NULL,NULL,Monthly Comp Ace,1,Kadokawa Shoten
Team Medical Dragon,NULL,2002-11-01,2011-02-26,Big Comic Superior,25,Shogakukan
Tears of a Lamb,Banri_Hidaka,2001-09-05,2003-11-05,Hana to Yume,7,{CMX (comics)|Hakusensha}
Tears to Tiara,Shirometsukusa,2009-02-27,NULL,Monthly Comic Alive,3,Media Factory
Teekyu,NULL,{2012-02-10|2014-04-12},NULL,Comic Earth Star,{2|10},Earth Star Entertainment
Tegami Bachi,Hiroyuki Asada,NULL,NULL,{Weekly Shōnen Jump|Monthly Shōnen Jump|Jump Square},20,Shueisha
Tekken Comic,NULL,2009-10-19,2010-07-17,NULL,2,Shueisha
Tekkonkinkreet,Taiyō Matsumoto,NULL,NULL,Big Comic Spirits,3,Shogakukan
Telepathic Wanderers,Yasutaka Tsutsui,2001-09-06,2003-03-06,NULL,4,Kodansha
Telepathy Shōjo Ran Jiken Note,Atsuko Asano (writer),1999-03-15,2008-07-16,Shōnen_Sirius,{8|9},Kodansha
Ten (manga),Nobuyuki Fukumoto,NULL,NULL,NULL,18,Takeshobo
Ten de Shōwaru Cupid,Yoshihiro Togashi,1989-07-24,1990-03-12,Weekly Shōnen Jump,4,Shueisha
Tenchi Muyo!,Hitoshi Okuda,{1994-12-16|2000-07-26},{2000-06-09|2005-12-09},{Monthly Dragon Age|Comic_Dragon_Jr.},{10|12},Kadokawa Shoten
NULL,Masaki Kajishima,NULL,NULL,Monthly Dragon Age,1,Kadokawa Shoten
NULL,Masaki Kajishima,2003-04-25,NULL,NULL,9,Kadokawa Shoten
NULL,NULL,2009-08-20,NULL,NULL,NULL,Fujimi Shobo
NULL,NULL,2010-06-09,NULL,Comic Rex,2,Ichijinsha
Tenchi wo Kurau,NULL,NULL,NULL,Weekly Shōnen Jump,7,Shueisha
Tengai Retrogical,Rin_Asano_(mangaka),2002-11-09,NULL,Monthly Comic Blade,7,Mag Garden
Tenjho Tenge,Oh! great,NULL,NULL,Ultra Jump,22,Shueisha
Tenka Musō,NULL,NULL,NULL,Gangan Comics,2,{Digital Manga|Shinshokan}
Tensai Bakabon,Fujio Akatsuka,1967-04-09,1976-12-05,{Weekly Shōnen Sunday|Weekly Shōnen Magazine|Comic BomBom|Monthly Shōnen Magazine|Shōnen_Sunday_Deluxe|Weekly_Bokura_Magazine|Monthly_TV_Magazine|Hero_Magazine|Bom_Bom_Deluxe},38,{Shogakukan|Kodansha}
Tenshi Ja Nai!!,Takako Shigematsu,NULL,NULL,Princess (magazine),8,Akita Shoten
Tenshi Nanka Ja Nai,Ai Yazawa,NULL,NULL,Ribon,8,Shueisha
Tenshi no Frypan,Etsushi Ogawa,NULL,NULL,Comic BomBom,5,Kodansha
Tenshin Ranman: Lucky or Unlucky!?,NULL,{2009-04-25|2010-01-01},2011-10-26,Dengeki G's Magazine,{1|2},ASCII Media Works
Teppu,Moare_Oota,NULL,NULL,Good! Afternoon,8,Kodansha
Terpsichora,Ryoko Yamagishi,{2001-06-23|2008-06-23},2007-01-23,NULL,{4|10},Media Factory
Terra Formars,Boichi,{2014-05-10|2014-10-18|2015-11-04},{2014-11-19|2015-02-19},{Ultra Jump|Weekly Young Jump|Grand Jump},{1|3|15},Shueisha
Terrarium in Drawer,NULL,NULL,NULL,NULL,1,NULL
NULL,NULL,2013-10-30,2013-12-20,NULL,NULL,Takeshobo
Testarotho,Kei Sanbe,NULL,NULL,NULL,4,{CMX (comics)|Kadokawa Shoten}
Tetragrammaton Labyrinth,Ei_Itou,2005-01-26,2007-11-26,Comic Gum,6,Wani Books
Tetsujin 28-go,Mitsuteru Yokoyama,NULL,NULL,Shōnen manga,24,{Shueisha|Kobunsha}
Tetsuko no Tabi,Hirohiko_Yokomi,NULL,NULL,Monthly Ikki,{1|6},Shogakukan
The Hentai Prince and the Stony Cat.,NULL,2010-10-25,NULL,Monthly Comic Alive,{6|10},Media Factory
The Abandoned Sacred Beasts,NULL,2014-06-09,NULL,Bessatsu Shōnen Magazine,3,Kodansha
The Abashiri Family,Go Nagai,1969-08-10,1973-04-09,Weekly Shōnen Champion,15,Akita Shoten
The Adventure of Rock,Osamu Tezuka,NULL,NULL,Shōnen_Club,2,Kodansha
The Amazing 3,Osamu Tezuka,1965-05-30,1966-05-08,Weekly Shōnen Sunday,3,Shogakukan
The Ambition of Oda Nobuna,NULL,2009-08-15,NULL,{Monthly Comp Ace|Monthly Dragon Age},{2|5|14},{SB Creative|Kadokawa Shoten|Fujimi Shobo}
The Ancient Magus' Bride,NULL,NULL,NULL,{Monthly Comic Blade|Monthly Comic Garden},4,Mag Garden
The Asterisk War,NULL,2012-09-25,NULL,Monthly Comic Alive,{2|9},Media Factory
The Betrayal Knows My Name,Odagiri_Hotaru,NULL,NULL,Monthly Asuka,11,Kadokawa Shoten
NULL,NULL,NULL,NULL,Monthly Magazine Z,6,Kodansha
NULL,NULL,NULL,NULL,Monthly Magazine Z,2,Kodansha
The Burning Wild Man,Tadashi_Satō_(writer),NULL,NULL,Weekly Shōnen Jump,19,Shueisha
The Candidate for Goddess,Yukiru Sugisaki,NULL,NULL,Comic Gum,5,Wani Books
NULL,NULL,2015-02-16,NULL,NULL,NULL,Shogakukan
NULL,Aoi Hiiragi,NULL,NULL,NULL,1,{Viz Media|Tokuma Shoten}
The Color of Love (manga),Kiyo_Ueda,2006-11-01,NULL,NULL,1,Digital Manga
The Comic Artist and His Assistants,Hiroyuki (artist),NULL,NULL,Gangan Comics,{1|10},Square Enix
The Crater,Osamu Tezuka,1969-08-10,1970-04-01,Weekly Shōnen Champion,3,Akita Shoten
The Dagger of Kamui,Tetsu Yano,NULL,NULL,NULL,{4|5},{Kadokawa Shoten|Fujimi Shobo}
The Day of Revolution,Mikiyo Tsuda,NULL,NULL,NULL,2,Shinshokan
The Demon Ororon,Hakase Mizuki,NULL,NULL,Wings (magazine),{1|4},Shinshokan
The Devil's Secret,Hinako Takanaga,2007-05-10,NULL,NULL,1,{Digital Manga|Libre Publishing}
The Devil Does Exist,Mitsuba Takanashi,NULL,NULL,Bessatsu Margaret,11,{CMX (comics)|Shueisha}
The Devil Is a Part-Timer!,NULL,NULL,NULL,{Dengeki Daioh|Dengeki Maoh},{5|7|15},ASCII Media Works
The Devil Within (manga),Ryō_Takagi,2002-09-26,2004-10-26,Wings (magazine),2,Shinshokan
The Devil of the Earth,Osamu Tezuka,NULL,NULL,Shōnen_Shōjo_Bokeno,1,{Kodansha|Akita Shoten}
The Disappearance of Nagato Yuki-chan,NULL,2009-07-04,NULL,Young Ace,9,Kadokawa Shoten
The Doraemons,Tanaka_Michiaki,NULL,NULL,CoroCoro Comic,21,Shogakukan
The Drifting Classroom,Kazuo Umezu,NULL,NULL,Weekly Shōnen Sunday,11,{Shogakukan|Viz Media}
The Eccentric Family,Tomihiko Morimi,2007-09-25,NULL,NULL,NULL,Gentosha
The Embalmer,Mitsukazu Mihara,NULL,NULL,Feel Young,7,Shodensha
The Ending Chronicle,Minoru Kawakami,2003-06-10,2005-12-10,Dengeki Bunko Magazine,14,ASCII Media Works
The Familiar of Zero,Noboru Yamaguchi (author),{2004-06-25|2006-10-25|2009-10-23},{2009-03-25|2010-03-25},Monthly Comic Alive,{2|3|4|5|7|21},Media Factory
The Film Lives On,Osamu Tezuka,NULL,NULL,Chu-ichi_and_Chu-ni_Course,1,Gakushu_Kenkyu_Sha
The First King Adventure,Moyamu Fujino,NULL,NULL,Monthly Comic Blade,8,{A.D. Vision|Mag Garden}
The First Stage of Love,Kazuhiko Mishima,2004-12-23,NULL,NULL,1,NULL
The Five Star Stories,Mamoru Nagano,1986-04-10,NULL,Monthly Newtype,12,Kadokawa Shoten
